source,table,page,description,series_id,period,value
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1907,108.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1907,140.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1907,156.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1907,145.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1907,100.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1907,178.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1907,139.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1907,137.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1907,143.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1908,136.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1908,118.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1908,95.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1908,80.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1908,100.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1908,137.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1908,75.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1908,152.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1908,144.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1908,113.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1908,115.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1909,142.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1909,138.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1909,121.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1909,113.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1909,122.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1909,146.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1909,93.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1909,154.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1909,148.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1909,135.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1909,136.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1910,132.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1910,130.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1910,109.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1910,117.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1910,122.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1910,139.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1910,98.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1910,147.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1910,138.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1910,132.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1910,132.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1911,144.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1911,124.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1911,112.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1911,103.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1911,133.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1911,143.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1911,101.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1911,165.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1911,164.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1911,133.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1911,133.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1912,156.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1912,132.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1912,137.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1912,120.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1912,169.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1912,144.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1912,99.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1912,162.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1912,172.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1912,144.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1912,144.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1913,151.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1913,141.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1913,131.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1913,134.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1913,165.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1913,139.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1913,117.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1913,195.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1913,174.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1913,152.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1913,154.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1914,158.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1914,139.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1914,138.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1914,91.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1914,131.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1914,119.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1914,100.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1914,198.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1914,180.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1914,141.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1914,139.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1915,174.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1915,140.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1915,139.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1915,121.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1915,227.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1915,108.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1915,112.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1915,193.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1915,263.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1915,164.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1915,156.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1916,145.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1916,178.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1916,155.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1916,221.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1916,351.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1916,106.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1916,131.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1916,275.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1916,376.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1916,209.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1916,200.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1917,153.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1917,171.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1917,174.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1917,256.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1917,255.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1917,92.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1917,112.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1917,251.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1917,295.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1917,193.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1917,213.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1918,190.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1918,209.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1918,183.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1918,196.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1918,225.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1918,87.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1918,104.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1918,211.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1918,350.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1918,200.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1918,199.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1919,193.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1919,175.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1919,191.8
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1919,134.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1919,154.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1919,119.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1919,94.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1919,220.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1919,241.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1919,184.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1919,180.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1920,167.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1920,173.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1920,150.7
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1920,171.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1920,169.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1920,137.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1920,123.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1920,365.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1920,262.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1920,209.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1920,214.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1921,179.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1921,168.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1921,145.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1921,90.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1921,95.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1921,107.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1921,123.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1921,273.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1921,237.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1921,159.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1921,163.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1922,198.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1922,218.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1922,160.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1922,140.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1922,191.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1922,141.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1922,161.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1922,314.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1922,242.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1922,209.4
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1922,216.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1923,212.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Textiles,DT04BS02,1923,245.2
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Leather,DT04BS03,1923,166.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Iron and Steel,DT04BS04,1923,219.3
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Non-Ferrous Metals,DT04BS05,1923,214.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Lumber,DT04BS06,1923,179.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,"Stone, Clay and Glass",DT04BS07,1923,208.5
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Paper and Pulp,DT04BS08,1923,371.6
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Chemicals,DT04BS09,1923,268.0
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Value Added in Manufacturing in 1923,DT04BS10,1923,251.9
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Manufacturing Weighted by Number Employed,DT04BS11,1923,262.1
"Paul H. Douglas, The Theory of Wages",Table IV Relative Total Value Product For Nine Groups And All Manufacturing,508,Food,DT04BS01,1924,228.1
